7
{"x":-5473.6946805536445,"y":8099.136344713745}
{"x":3287.1319666127147,"y":1849.306793875363}
{"x":7775.758023110218,"y":7887.228026104869}
{"x":5085.135513923036,"y":3663.073844824432}
{"x":-1900.7686692082307,"y":-9938.702950499539}
{"x":8011.133633143778,"y":6911.919125929944}
{"x":1928.3553703965372,"y":8226.598161078524}
{"x":-3119.946723991904,"y":-7926.186339551724}
{"x":-398.806089269674,"y":7222.911901277854}
{"x":6179.177124592858,"y":5105.780998438642}
{"x":2401.868890409447,"y":-8556.211501652335}
{"x":-8505.681878128413,"y":-8253.254601089406}
{"x":5114.747969780317,"y":-5351.827397530795}
{"x":6616.161365970205,"y":-9807.281800656081}
{"x":-7203.9602285114015,"y":9990.987313440088}
{"x":-9422.75076234407,"y":-1894.2065164070973}
{"x":-8346.571581119093,"y":-6281.843308789812}
{"x":9455.677856328952,"y":-8741.523782352418}
{"x":6155.061870525442,"y":4806.389279863955}
{"x":4944.780992836546,"y":5689.515841082901}
{"x":7770.410631927538,"y":8808.012531568016}
{"x":3935.413463711262,"y":4688.591024870961}
{"x":5300.724906424019,"y":-5648.837429578135}
{"x":8139.899789198851,"y":2288.082542333692}
{"x":8493.913936003984,"y":-1536.518218635052}
{"x":-3264.1765840148955,"y":4336.467917814338}
{"x":8467.755175372564,"y":-6801.723698209669}
{"x":-8593.443115845812,"y":9440.891728759634}
{"x":-2139.215984783562,"y":-9857.861571139596}
{"x":7773.075446785348,"y":-6017.329329512282}
{"x":-4645.648648655789,"y":-7450.098791633369}
{"x":-7059.930529929968,"y":-8172.912940431101}
{"x":2656.871984256715,"y":-7375.220481419804}
{"x":-8553.404842944963,"y":2444.5667515906116}
{"x":9789.636913880062,"y":2955.697168053004}
{"x":3776.027241989743,"y":4157.580538654911}
{"x":1682.5768504640619,"y":-7133.352660767227}
{"x":5036.45718528721,"y":-5769.148272472253}
{"x":-4419.073453060307,"y":5447.589384639572}
{"x":-7546.711384652986,"y":-2969.5579851692537}
{"x":-5261.524572928828,"y":822.326683615036}
{"x":8325.925469792837,"y":1498.9369091322715}
{"x":9913.05619933534,"y":-1547.8602730224848}
{"x":-960.7225768038643,"y":-7879.995414951458}
{"x":-2952.367248896059,"y":9159.773251270133}
{"x":-3435.705357796648,"y":-3026.87564387395}
{"x":-5145.261310944386,"y":-4868.054415180436}
{"x":187.3918612012585,"y":4196.485526782853}
{"x":-9462.837196861272,"y":-6993.13514171513}
{"x":546.3947516138032,"y":-7476.199495223245}
{"x":6194.669057445186,"y":3343.7882555224205}
{"x":-6937.8047299411555,"y":-2997.3024006098403}
{"x":752.0244896186687,"y":3951.38206382303}
{"x":-3943.6469727553413,"y":879.9725421026578}
{"x":1618.6153154583917,"y":-7522.610495399105}
{"x":-7605.455265337276,"y":2830.370414509809}
{"x":-935.5518679366251,"y":-4780.1102738095415}
{"x":3585.4720757583727,"y":9982.128943974534}
{"x":-3121.5349180161356,"y":-6946.395297032282}
{"x":5607.180640951743,"y":2868.5569919850495}
{"x":-9190.17926790511,"y":-1664.2060532279265}
{"x":8621.089257024683,"y":-2919.9721355348383}
{"x":-4656.471750840356,"y":2754.81373001437}
{"x":-2379.4407372690985,"y":-6093.404867913601}
{"x":-4398.213146963086,"y":-8689.33068138799}
{"x":-8736.698721898683,"y":3500.9310721186775}
{"x":-2477.90970188736,"y":1749.2408523825743}
{"x":7703.77047514492,"y":247.9647339543826}
{"x":5750.253313697285,"y":6156.767963520262}
{"x":6498.568881114741,"y":-2414.917194562474}
{"x":-7337.678437128819,"y":-463.06571285283644}
{"x":6363.561592679243,"y":9137.744869069367}
{"x":-2453.726328183221,"y":-7447.906742272067}
{"x":34.42345333177582,"y":7045.393320952513}
{"x":7334.236910515014,"y":-7096.703711340997}
{"x":-8709.929561510535,"y":3734.742038614191}
{"x":7955.1859737054765,"y":-2755.405585198818}
{"x":8417.513283106146,"y":-3702.45271606622}
{"x":-2645.395065046021,"y":-2335.407481510945}
{"x":-6341.805110125761,"y":7445.879563989587}
{"x":6738.033410272103,"y":9483.983078183319}
{"x":-4854.541837825508,"y":-2928.7858815057753}
{"x":-1732.8705603716571,"y":-1306.4642364444117}
{"x":-6519.413529573118,"y":-3057.4319972023004}
{"x":-1080.058818428397,"y":8245.066413932851}
{"x":1417.172809803662,"y":-9297.386202589996}
{"x":-8768.07996916372,"y":2005.288764922594}
{"x":8583.021762359433,"y":-5672.353878846081}
{"x":-767.2671937636296,"y":-7249.4783272531295}
{"x":8284.525337209281,"y":-8562.762607839624}
{"x":1240.2182076536446,"y":9241.422277942453}
{"x":-5314.183183698762,"y":-2767.5268374483976}
{"x":-8648.102414601115,"y":2936.7575327044306}
{"x":8083.326716523734,"y":7014.15937607516}
{"x":4505.555102959446,"y":6839.061126995679}
{"x":3126.202734328728,"y":9009.703118403144}
{"x":-8600.645656886425,"y":9638.721220691474}
{"x":-8936.843005786857,"y":1287.2902854745116}
{"x":4581.369736239949,"y":4327.377551158264}
{"x":9303.911249975907,"y":-3059.9744629634642}
{"x":-9685.888868589269,"y":957.9907515098275}
{"x":-7154.845729409884,"y":-417.9689822589844}
{"x":-9095.783910327213,"y":1560.6690295959797}
{"x":-2954.8200264971338,"y":-9764.891933051666}
{"x":-763.4834130824929,"y":637.6242243019442}
{"x":-3315.099128705634,"y":-2769.2710950264773}
{"x":-6441.546034101697,"y":106.99019760656847}
{"x":-8464.845030193615,"y":835.1411984260885}
{"x":306.2290338166349,"y":8176.679542508737}
{"x":9309.509018043027,"y":-7326.7194253269}
{"x":4513.963585649148,"y":-8086.6752489451765}
{"x":-6754.678201484226,"y":-71.43395351472645}
{"x":-5529.318553231093,"y":-1035.448761791995}
{"x":-697.1857142369045,"y":4015.9097028553188}
{"x":6313.1630058747905,"y":2947.5354186059703}
{"x":-8660.547839168838,"y":1836.5929252619499}
{"x":4948.560640106283,"y":9895.337629341462}
{"x":-1402.4209548763847,"y":-5019.363581760918}
{"x":-8728.604914477097,"y":5622.148083852508}
{"x":8449.676257268042,"y":8550.38781040148}
{"x":-8705.833138159402,"y":2813.862711591675}
{"x":6186.471042387906,"y":-9736.673506452007}
{"x":-7352.838932650662,"y":-6005.312875263278}
{"x":-5416.114433889525,"y":-4725.543539543444}
{"x":3746.9338527804102,"y":-1836.7927905867791}
{"x":-5848.186885278652,"y":-7745.102688674393}
{"x":-3842.1616951127644,"y":8238.450687966353}
{"x":2600.1108471246353,"y":-7112.514913664303}
{"x":9631.84177619102,"y":-7075.437528673012}
{"x":-743.1413646053861,"y":-625.9319866998721}
{"x":-3191.918077751672,"y":9914.445863768116}
{"x":-9274.19320227125,"y":6851.353482278468}
{"x":-6396.906957252791,"y":5377.565026638749}
{"x":-9628.271070938248,"y":-3415.113498055597}
{"x":-3900.2060151181904,"y":-4404.407785443441}
{"x":-8386.537544329693,"y":1915.9772262411443}
{"x":-4676.757591610277,"y":-2588.1159050918213}
{"x":7321.049856847789,"y":-8882.347662772807}
{"x":8456.999076201479,"y":6126.043163152295}
{"x":-1042.2154848294012,"y":5616.191369765256}
{"x":-4300.653110180161,"y":6164.167381548166}
{"x":9719.302825451417,"y":-7801.106809275778}
{"x":3224.0367945883845,"y":-94.42549080238132}
{"x":4447.944938934159,"y":9254.971475694016}
{"x":5021.197902492373,"y":-2361.3989153081975}
{"x":8150.631259247246,"y":-685.599132138117}
{"x":-5611.216402667612,"y":-5263.388584306274}
{"x":522.6694956958909,"y":9645.632613129183}
{"x":-2178.5226845499483,"y":2320.8785233378967}
{"x":-7608.773486561695,"y":-3533.9423859598983}
{"x":-3064.548074720139,"y":-3968.710893353149}
{"x":8958.68900653804,"y":-3503.683929127037}
{"x":-1122.0664128177395,"y":-8353.522472576622}
{"x":-2932.2022726127097,"y":1049.4404629701676}
{"x":9001.386473170984,"y":9451.29608527914}
{"x":-608.620216314901,"y":-908.2039669142923}
{"x":1143.0532582449905,"y":-6567.26964714289}
{"x":7696.148281674592,"y":-5212.736529375301}
{"x":2449.6466351077524,"y":-7098.374357775856}
{"x":-9069.851395015876,"y":-7198.1084149795715}
{"x":-5710.441252371276,"y":3261.0809743115697}
{"x":1440.9349527713293,"y":-8913.781373062908}
{"x":6043.119406922193,"y":-4231.965841971879}
{"x":-9006.469803341932,"y":-890.4070567257186}
{"x":-6000.235395931675,"y":-6102.985493166749}
{"x":3186.5435637068804,"y":-5763.506870091342}
{"x":-2961.257847625212,"y":2398.438520300004}
{"x":4168.659582832852,"y":-2170.069836831277}
{"x":-1407.6165141582314,"y":-8461.849047956794}
{"x":-3537.45146277805,"y":1796.8041614407484}
{"x":4974.574143578198,"y":6472.94510393215}
{"x":2211.8948975327003,"y":-7917.985933384987}
{"x":-2121.1353177420024,"y":-7827.590879445969}
{"x":-3351.7120888348154,"y":-8639.495308987958}
{"x":-7289.149690202772,"y":2846.234813071609}
{"x":2435.3325453775306,"y":-5351.969293345084}
{"x":8917.117583885461,"y":8464.858053952092}
{"x":3256.9121025494132,"y":7602.579142030172}
{"x":5642.260870710235,"y":9906.316118771167}
{"x":3868.5190225551014,"y":-9764.523323508403}
{"x":6317.313143558162,"y":-1187.7773905257818}
{"x":-3194.2647975616146,"y":9238.320568862731}
{"x":-2120.093229453554,"y":8570.386489675227}
{"x":1383.1002899690611,"y":8748.286090516434}
{"x":-7947.8517759693295,"y":-3165.067071802583}
{"x":8946.470279181769,"y":8776.367792115285}
{"x":-66.14394615276069,"y":1530.679226387836}
{"x":1803.3402141804,"y":9450.200559634544}
{"x":7430.398160188532,"y":7972.8244422977}
{"x":-5264.414612176222,"y":9585.859468533963}
{"x":-2254.9219262923307,"y":2739.502499482909}
{"x":-2597.1555751541755,"y":-6561.504884077933}
{"x":-2831.7919886277323,"y":-4426.312940908948}
{"x":4387.622029157208,"y":-3266.4240683209255}
{"x":3449.8440453078165,"y":-6890.132144410827}
{"x":3468.1009042174173,"y":5426.1821871443535}
{"x":7882.150198734391,"y":9581.596874294766}
{"x":-8811.304034697037,"y":-3256.472599817306}
{"x":7919.08289741987,"y":-5207.438856666102}
{"x":-4727.545744017354,"y":-2690.8710037705278}
{"x":9984.739912014498,"y":8588.162796714474}
{"x":2890.1613460542903,"y":-8049.9149882652655}
{"x":-9477.713921948489,"y":3042.9328412868163}
{"x":5656.157206334272,"y":2631.183399441763}
{"x":-9721.634835207287,"y":8329.70625757872}
{"x":-9301.55187862989,"y":-68.33204561097227}
{"x":18.695661606769136,"y":-9298.286372474002}
{"x":-2809.7387824530724,"y":-4686.365329567708}
{"x":8568.34068507074,"y":8614.553311670541}
{"x":-2709.120078416032,"y":4521.97962435465}
{"x":-6558.574249967999,"y":-5674.676216691297}
{"x":-8434.39549958625,"y":-4386.635027598491}
{"x":-3239.163673052203,"y":-7173.562869360883}
{"x":-3384.1313554134204,"y":-1702.2629071403608}
{"x":8338.128967039516,"y":9015.032356768268}
{"x":6280.387063742206,"y":5051.871631471839}
{"x":-8186.209980990291,"y":-6503.0932090370225}
{"x":2622.3706742101876,"y":-6600.203103101061}
{"x":-5649.255607807133,"y":4969.300346400818}
{"x":1021.0972386892499,"y":706.9534001190223}
{"x":-8342.456100413641,"y":6495.1052626728415}
{"x":4301.20995009376,"y":5438.966654016553}
{"x":-3921.3447525345855,"y":-8119.055712533616}
{"x":7897.573993391379,"y":-2070.75554996792}
{"x":-3516.347484926514,"y":2178.142840408491}
{"x":3257.6809627397415,"y":-410.78869522298555}
{"x":-8543.832318691999,"y":-2830.4039233313442}
{"x":-8907.899082461481,"y":7040.966530489095}
{"x":5139.332092284903,"y":-2340.9839417117964}
{"x":-3610.91233492844,"y":-3575.737106496439}
{"x":2452.225734342883,"y":-2420.7576941115376}
{"x":-2363.2865060473105,"y":-4952.106274185428}
{"x":-6171.275588051354,"y":967.7623842343637}
{"x":-5563.874847320236,"y":-6691.852643912111}
{"x":5238.513670131308,"y":-9766.58955263105}
{"x":5283.591294588654,"y":2213.202070321784}
{"x":-7193.8890714321005,"y":-7580.919925860745}
{"x":2989.977468349538,"y":-1848.6498585843947}
{"x":-7556.677098973496,"y":-3554.801075051295}
{"x":-4637.881662376098,"y":6314.373151555197}
{"x":2490.3491164506195,"y":-1621.04285205433}
{"x":-7944.090791855063,"y":-229.19997603005686}
{"x":5227.528754483199,"y":-8436.510660007261}
{"x":2156.4924562147608,"y":5787.708774937852}
{"x":237.57738786603295,"y":-1616.4088711344757}
{"x":9144.87848072806,"y":-8842.12479803618}
{"x":-7479.941481273,"y":-8446.636383752411}
{"x":7794.641473524891,"y":4217.338218540377}
{"x":6863.746801640322,"y":-7521.310705872051}
{"x":-8887.236756000673,"y":-4363.801044273899}
{"x":-6660.549357301282,"y":8621.660005874524}
{"x":-6557.7187767081705,"y":-9371.371078376023}
{"x":-6654.3370354540675,"y":9988.763785596158}
{"x":-3468.8869110309643,"y":-3966.2211802917227}
{"x":-7386.658289591574,"y":6507.523830898484}
{"x":7096.700120343736,"y":1658.5927084556843}
{"x":-1202.1101469224577,"y":4449.4271240517155}
{"x":141.52563151817412,"y":5229.627292764131}
{"x":2989.6063339520315,"y":-7787.952595861156}
{"x":5006.555756488993,"y":3271.053049088474}
{"x":-5417.210262764595,"y":-3884.767517236116}
{"x":-6283.722068415192,"y":5243.496322587347}
{"x":2136.968273855273,"y":-3148.597774916866}
{"x":-2083.530342787949,"y":6698.799615051459}
{"x":6729.555003072579,"y":-4717.86467034369}
{"x":-9655.755518278173,"y":-3978.2311409135264}
{"x":4281.6529993447475,"y":2247.3780253611894}
{"x":-9882.571696448407,"y":2126.5771767080823}
{"x":-5906.530351936936,"y":-5443.546355886133}
{"x":1967.2997361181551,"y":-1162.536385696716}
{"x":1742.2216173760717,"y":4295.4087789580135}
{"x":-8724.50680739713,"y":-5522.722075395701}
{"x":-7419.115114695986,"y":3432.1541612681813}
{"x":3022.0749464492965,"y":-6605.38803220714}
{"x":5757.748064605874,"y":2561.860674146885}
{"x":1755.8811860806036,"y":4603.628460705766}
{"x":2623.769184532681,"y":275.9356602299631}
{"x":8763.256174648686,"y":6419.979210128549}
{"x":-5861.29366974995,"y":-3864.436170408081}
{"x":-2880.258980397981,"y":-2913.750322767981}
{"x":9778.235578679065,"y":7417.977174236847}
{"x":1668.544238043165,"y":-216.03050127173992}
{"x":7844.654051910071,"y":1252.1924588363854}
{"x":-7615.046334950331,"y":-2299.7594623235073}
{"x":7582.551860382217,"y":7749.365996133318}
{"x":-4428.196231027082,"y":923.0562842296167}
{"x":5829.306274538452,"y":-6836.588938814186}
{"x":-9165.668343918505,"y":-3959.6714639902757}
{"x":2031.011747548222,"y":2183.601181254693}
{"x":2311.4472372257824,"y":2847.0270420570414}
{"x":2519.6409989158055,"y":-2764.518795391078}
{"x":-3123.4209399554193,"y":-5434.663280624636}
{"x":5815.840038456452,"y":-2539.82800648225}
{"x":6088.2859385349675,"y":2777.3678984550024}
{"x":-7044.286191195903,"y":4563.189427272337}
{"x":-9318.226674411537,"y":7493.5226937331645}
{"x":1786.936074837915,"y":-6861.312057674451}
{"x":2587.885005564687,"y":759.533420161597}
{"x":6376.3360633789,"y":-1721.7826801278989}
{"x":4724.527243666122,"y":7912.941988897794}
{"x":-447.6029628699489,"y":9713.27266795046}
{"x":8759.693477072975,"y":-4743.638894325808}
{"x":-860.2877240204725,"y":-3689.838838621915}
{"x":-1567.9148994033312,"y":3379.480153552284}
{"x":-7833.142892243208,"y":-2821.3584779934454}
{"x":3799.823331890173,"y":7204.281102284836}
{"x":6678.813982084786,"y":868.2875081424663}
{"x":3202.4585495542815,"y":5488.915413663028}
{"x":-4050.973916895051,"y":2297.447371231119}
{"x":-8056.937634193073,"y":6812.515045037035}
{"x":-3043.98026054858,"y":8188.171682880573}
{"x":-6953.1071804120165,"y":9634.340375031468}
{"x":8050.2147678328365,"y":-3188.3020570842427}
{"x":-2958.910918636424,"y":-6266.669319273406}
{"x":-2707.184726588419,"y":6110.746576954814}
{"x":5338.535026146294,"y":-4340.878379492769}
{"x":-3998.960867517374,"y":-8493.124466717512}
{"x":8998.943907116045,"y":443.1364020596975}
{"x":1821.7485294071648,"y":-6327.469085533335}
{"x":1802.4800274395238,"y":1515.0396952619212}
{"x":-3295.3543186075503,"y":-3495.3865780370115}
{"x":5526.383834021608,"y":3360.8392008731444}
{"x":6011.113364536906,"y":8453.416539063717}
{"x":-5702.719696564229,"y":-3090.3942012677853}
{"x":-427.3698314268331,"y":-1521.6659695865928}
{"x":-6644.221651741302,"y":-6816.695749982937}
{"x":-7811.948260864951,"y":-9811.94521337328}
{"x":7764.086501379345,"y":-9472.619041889295}
{"x":4799.650590808726,"y":-7106.817255539116}
{"x":-5643.935723478855,"y":-332.4180303919129}
{"x":-7984.500301051136,"y":5841.8721235913945}
{"x":-3343.323535223237,"y":3400.7851496191815}
{"x":-9703.870369190781,"y":-6847.328845739884}
{"x":5673.584550883334,"y":-2789.24133103245}
{"x":155.10921711763876,"y":7192.185460481778}
{"x":-8982.33523560697,"y":-2137.612443238115}
{"x":-6944.898575642679,"y":-2119.0119922584927}
{"x":9498.079853148192,"y":-3074.6871617883544}
{"x":2127.4859941643754,"y":-7378.235088016756}
{"x":1005.5468982329876,"y":878.4720550560505}
{"x":-6009.093759709505,"y":-7869.044365881364}
{"x":-8579.091971985023,"y":6203.429659697695}
{"x":5806.78818842972,"y":-6096.87759376057}
{"x":2763.98478026211,"y":-385.2075796925219}
{"x":5477.568240085169,"y":7815.230771349852}
{"x":-1864.7892638053727,"y":-5278.108957018808}
{"x":2648.5608761001204,"y":5275.88563110969}
{"x":8.576881909279109,"y":-4260.540535613107}
{"x":-7091.086723795266,"y":-5974.36213540455}
{"x":9036.200973893348,"y":2083.20465025424}
{"x":-6231.789382395204,"y":1678.0269384895073}
{"x":1470.5837946407646,"y":-8315.204187868461}
{"x":-21.68771002259564,"y":-3556.3330365646943}
{"x":-2387.4462359395766,"y":1926.58637901783}
{"x":-1875.8732177934908,"y":8391.941785811687}
{"x":7361.962370167701,"y":-4885.035625323815}
{"x":3426.3639858435617,"y":2015.2577902610665}
{"x":3103.1397987051587,"y":-4687.151711164334}
{"x":2285.382027393918,"y":-2057.5754376087098}
{"x":-1152.233134548007,"y":6602.251617973936}
{"x":2969.4845148881195,"y":6281.568919818656}
{"x":3610.7143189080525,"y":4577.503634564271}
{"x":-9210.470893779726,"y":1464.4376296606642}
{"x":-1913.553124726548,"y":-2090.4627422318663}
{"x":-6127.481738028884,"y":-5740.557606801233}
{"x":-993.80171663086,"y":-3907.1462785020894}
{"x":6508.776880378191,"y":7762.765945557323}
{"x":3685.141399551543,"y":272.10091710859706}
{"x":-3276.1559356866373,"y":437.5256465365874}
{"x":2748.626106269003,"y":-4135.667562404433}
{"x":1252.968111169599,"y":7071.808476911039}
{"x":-4717.106560914912,"y":3255.883598697146}
{"x":3521.1506806144553,"y":7797.797247208495}
{"x":-5745.180936607757,"y":3914.941244696287}
{"x":8864.932679469875,"y":4242.186858216655}
{"x":7751.374088472738,"y":-9518.370420320482}
{"x":-8206.869489675699,"y":-2421.389914750269}
{"x":4852.730350143755,"y":6896.329017345248}
{"x":-4013.8652439542357,"y":-1418.0020945993474}
{"x":3200.639992733639,"y":3750.0169653613066}
{"x":4042.1428818915447,"y":6339.521015926148}
{"x":1632.2255993643212,"y":7767.090647020537}
{"x":-1079.8659490659338,"y":9711.87030758195}
{"x":4406.955472680385,"y":-1143.1423655223698}
{"x":-307.01894993116184,"y":726.1627114507064}
{"x":5380.625296338523,"y":-3831.6971642118424}
{"x":-101.30624442191402,"y":2254.98168302695}
{"x":-753.0595717299329,"y":806.6530947241718}
{"x":-5034.863760368151,"y":8982.524652588538}
{"x":-96.98036566137853,"y":4832.141879905268}
{"x":-8903.268954005447,"y":1437.402561233006}
{"x":6806.762744982738,"y":-3980.287214736447}
{"x":-4873.688440864772,"y":2588.199150058679}
{"x":2338.592658813779,"y":-4091.3522575398756}
{"x":-4991.3435752291525,"y":140.0556868510521}
{"x":-2641.4727861442097,"y":8549.896387337394}
{"x":4503.646906157475,"y":-2638.4816147903866}
{"x":-1334.8402181391884,"y":2746.941032567316}
{"x":4966.28756495889,"y":-7398.236928895869}
{"x":-1336.8241352062996,"y":3076.260205434406}
{"x":6174.640119729711,"y":-9482.870222219548}
{"x":0.6254347743233666,"y":-9706.988508861119}
{"x":6937.294322054433,"y":-5198.052746584279}
{"x":386.21131055531805,"y":-6866.13850318937}
{"x":2852.852471489323,"y":7132.788956356901}
{"x":3846.763854002964,"y":-4143.641067493844}
{"x":-9174.058036233717,"y":9373.483673772342}
{"x":-8877.665974062198,"y":2048.186967612861}
{"x":2442.258771507106,"y":-6826.7146559544135}
{"x":9562.518148224273,"y":5453.3098974072145}
{"x":1991.4832239468815,"y":-6675.9084600891}
{"x":7765.887328774985,"y":4546.846881049827}
{"x":-3544.396083814813,"y":-5866.507067326347}
{"x":6636.902131237104,"y":-2203.028233119304}
{"x":-2851.8384944255977,"y":-3709.876390514477}
{"x":5158.154972050417,"y":6200.451524890666}
{"x":-8174.271947035582,"y":-5284.000778650304}
{"x":-5243.925506518923,"y":-2860.9632292240494}
{"x":-9729.44422706248,"y":-9531.29738625315}
{"x":-1630.1037904052464,"y":5023.220123200714}
{"x":4850.578049070264,"y":1837.5999634734944}
{"x":-6907.394895151989,"y":7980.470001705147}
{"x":2197.6731257940464,"y":-9996.615594720979}
{"x":-5012.014787709054,"y":-1696.9516560370648}
{"x":-9657.655205101297,"y":5888.226176996159}
{"x":3296.641682837042,"y":-9855.351098998066}
{"x":-8187.140098609196,"y":2617.746539557156}
{"x":7120.392365069762,"y":-3025.0980985952538}
{"x":3436.308861866226,"y":1608.7568308012033}
{"x":9877.73813042412,"y":9405.054802493414}
{"x":6044.3609563887185,"y":4289.5702339062755}
{"x":-753.7034362526338,"y":-5329.046983768697}
{"x":6444.368988010698,"y":834.9294792091496}
{"x":-4835.575558595202,"y":-2928.0461755619426}
{"x":9457.766502376871,"y":3479.1259690053485}
{"x":-4666.850893732612,"y":-7661.752756109201}
{"x":7741.587329925638,"y":6233.525662848035}
{"x":-2936.5488475967586,"y":3745.4678838325744}
{"x":2660.8953772131445,"y":8611.23787582885}
{"x":6306.791164569022,"y":4934.398994174271}
{"x":-2777.046473914588,"y":-4156.536020131732}
{"x":4225.7630793270655,"y":8885.018460409461}
{"x":-4810.558890875743,"y":-8915.07045777538}
{"x":3773.0360293636677,"y":-8345.226859607095}
{"x":-7047.681124736311,"y":-3125.453568420351}
{"x":-526.269862441457,"y":491.6844409487185}
{"x":8252.534906362238,"y":5749.092271697558}
{"x":9774.345598944,"y":-2391.7444221904498}
{"x":-6101.871059755622,"y":-4532.402018772222}
{"x":-8164.020092734805,"y":-6385.459269802825}
{"x":-8880.405088224488,"y":1277.8141826768224}
{"x":8866.31131275072,"y":763.4090260272023}
